# command: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit pathway_enrichment output/resamp_all_perm_winz_pc5.tsv GSEA_files/Mbovis_GO_terms.dat GSEA_files/GO_term_names.dat output/gsea_fet.txt -M FET -Pval_col 10 -Qval_col 11
# date: 2023-08-16 09:17:52
# pathway method: FET
# method=FET, PC=2
# genes with associations=3121 out of 4045 total
# significant genes (qval<0.05): 11
# 2474 out of 47127 pathways have >=1 gene; max has 2412
#pathway	total_genes(M)	genes_in_path(n)	significant_genes(N)	signif_genes_in_path(k)	expected	k+PC	n_adj_by_PC	enrichement	pval	qval	description	genes
GO:0000731	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	DNA synthesis involved in DNA repair	
GO:0000921	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	septin ring assembly	
GO:0000984	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	bacterial-type RNA polymerase regulatory region sequence-specific DNA binding	
GO:0001017	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	bacterial-type RNA polymerase regulatory region DNA binding	
GO:0001884	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	pyrimidine nucleoside binding	
GO:0001906	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	cell killing	
GO:0002097	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	tRNA wobble base modification	
GO:0002100	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	tRNA wobble adenosine to inosine editing	
GO:0002135	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	CTP binding	
GO:0003032	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	detection of oxygen	
GO:0003688	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	DNA replication origin binding	
GO:0003725	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	double-stranded RNA binding	
GO:0003747	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	translation release factor activity	
GO:0003839	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	gamma-glutamylcyclotransferase activity	
GO:0003844	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	1,4-alpha-glucan branching enzyme activity	
GO:0003861	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	3-isopropylmalate dehydratase activity	
GO:0003863	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	
GO:0003871	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	
GO:0003872	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	6-phosphofructokinase activity	
GO:0003885	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	D-arabinono-1,4-lactone oxidase activity	
GO:0003896	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	DNA primase activity	
GO:0003933	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	GTP cyclohydrolase activity	
GO:0003938	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	IMP dehydrogenase activity	
GO:0003942	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	N-acetyl-gamma-glutamyl-phosphate reductase activity	
GO:0003953	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	NAD+ nucleosidase activity	
GO:0003955	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	NAD(P)H dehydrogenase (quinone) activity	
GO:0003962	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	cystathionine gamma-synthase activity	
GO:0003994	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	aconitate hydratase activity	
GO:0004000	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	adenosine deaminase activity	
GO:0004017	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	adenylate kinase activity	
GO:0004042	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	acetyl-CoA:L-glutamate N-acetyltransferase activity	
GO:0004088	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	
GO:0004123	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	cystathionine gamma-lyase activity	
GO:0004133	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glycogen debranching enzyme activity	
GO:0004148	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	dihydrolipoyl dehydrogenase activity	
GO:0004298	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	threonine-type endopeptidase activity	
GO:0004301	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	epoxide hydrolase activity	
GO:0004309	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	exopolyphosphatase activity	
GO:0004311	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	farnesyltranstransferase activity	
GO:0004316	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	
GO:0004318	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	enoyl-[acyl-carrier-protein] reductase (NADH) activity	
GO:0004321	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	fatty-acyl-CoA synthase activity	
GO:0004324	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	ferredoxin-NADP+ reductase activity	
GO:0004337	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	geranyltranstransferase activity	
GO:0004345	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glucose-6-phosphate dehydrogenase activity	
GO:0004355	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glutamate synthase (NADPH) activity	
GO:0004357	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glutamate-cysteine ligase activity	
GO:0004366	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glycerol-3-phosphate O-acyltransferase activity	
GO:0004367	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glycerol-3-phosphate dehydrogenase [NAD+] activity	
GO:0004368	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glycerol-3-phosphate dehydrogenase activity	
GO:0004370	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glycerol kinase activity	
GO:0004372	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glycine hydroxymethyltransferase activity	
GO:0004377	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity	
GO:0004400	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	histidinol-phosphate transaminase activity	
GO:0004448	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	isocitrate dehydrogenase activity	
GO:0004450	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	isocitrate dehydrogenase (NADP+) activity	
GO:0004451	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	isocitrate lyase activity	
GO:0004479	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	methionyl-tRNA formyltransferase activity	
GO:0004494	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	methylmalonyl-CoA mutase activity	
GO:0004516	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	nicotinate phosphoribosyltransferase activity	
GO:0004523	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	RNA-DNA hybrid ribonuclease activity	
GO:0004532	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	exoribonuclease activity	
GO:0004550	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	nucleoside diphosphate kinase activity	
GO:0004587	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	ornithine-oxo-acid transaminase activity	
GO:0004592	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	pantoate-beta-alanine ligase activity	
GO:0004614	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	phosphoglucomutase activity	
GO:0004619	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	phosphoglycerate mutase activity	
GO:0004629	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	phospholipase C activity	
GO:0004722	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	protein serine/threonine phosphatase activity	
GO:0004731	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	purine-nucleoside phosphorylase activity	
GO:0004769	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	steroid delta-isomerase activity	
GO:0004774	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	succinate-CoA ligase activity	
GO:0004775	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	succinate-CoA ligase (ADP-forming) activity	
GO:0004779	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	sulfate adenylyltransferase activity	
GO:0004781	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	sulfate adenylyltransferase (ATP) activity	
GO:0004784	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	superoxide dismutase activity	
GO:0004799	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	thymidylate synthase activity	
GO:0004805	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	trehalose-phosphatase activity	
GO:0004824	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	lysine-tRNA ligase activity	
GO:0004826	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	phenylalanine-tRNA ligase activity	
GO:0004834	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	tryptophan synthase activity	
GO:0004845	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	uracil phosphoribosyltransferase activity	
GO:0004851	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	uroporphyrin-III C-methyltransferase activity	
GO:0004852	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	uroporphyrinogen-III synthase activity	
GO:0005319	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	lipid transporter activity	
GO:0005388	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	calcium-transporting ATPase activity	
GO:0005539	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glycosaminoglycan binding	
GO:0005839	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	proteasome core complex	
GO:0006002	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	fructose 6-phosphate metabolic process	
GO:0006011	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	UDP-glucose metabolic process	
GO:0006047	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	UDP-N-acetylglucosamine metabolic process	
GO:0006083	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	acetate metabolic process	
GO:0006084	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	acetyl-CoA metabolic process	
GO:0006085	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	acetyl-CoA biosynthetic process	
GO:0006103	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	2-oxoglutarate metabolic process	
GO:0006203	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	dGTP catabolic process	
GO:0006231	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	dTMP biosynthetic process	
GO:0006270	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	DNA replication initiation	
GO:0006273	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	lagging strand elongation	
GO:0006275	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	regulation of DNA replication	
GO:0006282	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	regulation of DNA repair	
GO:0006303	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	double-strand break repair via nonhomologous end joining	
GO:0006323	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	DNA packaging	
GO:0006382	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	adenosine to inosine editing	
GO:0006423	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	cysteinyl-tRNA aminoacylation	
GO:0006430	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	lysyl-tRNA aminoacylation	
GO:0006432	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	phenylalanyl-tRNA aminoacylation	
GO:0006523	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	alanine biosynthetic process	
GO:0006524	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	alanine catabolic process	
GO:0006528	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	asparagine metabolic process	
GO:0006531	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	aspartate metabolic process	
GO:0006537	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glutamate biosynthetic process	
GO:0006538	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glutamate catabolic process	
GO:0006561	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	proline biosynthetic process	
GO:0006562	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	proline catabolic process	
GO:0006595	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	polyamine metabolic process	
GO:0006612	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	protein targeting to membrane	
GO:0006613	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	cotranslational protein targeting to membrane	
GO:0006614	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	SRP-dependent cotranslational protein targeting to membrane	
GO:0006636	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	unsaturated fatty acid biosynthetic process	
GO:0006655	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	phosphatidylglycerol biosynthetic process	
GO:0006665	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	sphingolipid metabolic process	
GO:0006729	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	tetrahydrobiopterin biosynthetic process	
GO:0006751	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glutathione catabolic process	
GO:0006797	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	polyphosphate metabolic process	
GO:0006805	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	xenobiotic metabolic process	
GO:0006816	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	calcium ion transport	
GO:0007010	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	cytoskeleton organization	
GO:0007155	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	cell adhesion	
GO:0008097	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	5S rRNA binding	
GO:0008121	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	ubiquinol-cytochrome-c reductase activity	
GO:0008177	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	succinate dehydrogenase (ubiquinone) activity	
GO:0008242	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	omega peptidase activity	
GO:0008252	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	nucleotidase activity	
GO:0008260	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	3-oxoacid CoA-transferase activity	
GO:0008375	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	acetylglucosaminyltransferase activity	
GO:0008381	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	mechanosensitive ion channel activity	
GO:0008409	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	5'-3' exonuclease activity	
GO:0008441	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	3'(2'),5'-bisphosphate nucleotidase activity	
GO:0008443	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	phosphofructokinase activity	
GO:0008444	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	
GO:0008534	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	oxidized purine nucleobase lesion DNA N-glycosylase activity	
GO:0008615	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	pyridoxine biosynthetic process	
GO:0008655	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	pyrimidine-containing compound salvage	
GO:0008661	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	1-deoxy-D-xylulose-5-phosphate synthase activity	
GO:0008686	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	
GO:0008703	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	
GO:0008705	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	methionine synthase activity	
GO:0008710	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	8-amino-7-oxononanoate synthase activity	
GO:0008750	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	NAD(P)+ transhydrogenase (AB-specific) activity	
GO:0008796	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	bis(5'-nucleosyl)-tetraphosphatase activity	
GO:0008810	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	cellulase activity	
GO:0008817	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	
GO:0008839	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	4-hydroxy-tetrahydrodipicolinate reductase	
GO:0008855	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	exodeoxyribonuclease VII activity	
GO:0008860	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	ferredoxin-NAD+ reductase activity	
GO:0008889	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glycerophosphodiester phosphodiesterase activity	
GO:0008897	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	holo-[acyl-carrier-protein] synthase activity	
GO:0008909	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	isochorismate synthase activity	
GO:0008942	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	nitrite reductase [NAD(P)H] activity	
GO:0008948	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	oxaloacetate decarboxylase activity	
GO:0008955	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	peptidoglycan glycosyltransferase activity	
GO:0008963	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	
GO:0008976	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	polyphosphate kinase activity	
GO:0009009	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	site-specific recombinase activity	
GO:0009013	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	succinate-semialdehyde dehydrogenase [NAD(P)+] activity	
GO:0009041	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	uridylate kinase activity	
GO:0009052	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	pentose-phosphate shunt, non-oxidative branch	
GO:0009079	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	pyruvate family amino acid biosynthetic process	
GO:0009080	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	pyruvate family amino acid catabolic process	
GO:0009100	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	glycoprotein metabolic process	
GO:0009106	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	lipoate metabolic process	
GO:0009107	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	lipoate biosynthetic process	
GO:0009109	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	coenzyme catabolic process	
